X0,X0.525629870157858,X0.1,X0.2,X0.525629870157858.1,X0.3,X0.4,X0.5,X0.525629870157858.2,X0.6,X0.525629870157858.3,X0.7,X0.8,X0.525629870157858.4,X0.9,X0.525629870157858.5,X0.10,X0.11,X0.12,X0.525629870157858.6,X0.13,X2.9894919358455e.05,X0.14,X0.15,X2.9894919358455e.05.1,X0.16,X0.17,X0.18,X2.9894919358455e.05.2,X0.19,X2.9894919358455e.05.3,X0.20,X0.21,X2.9894919358455e.05.4,X0.22,X2.9894919358455e.05.5,X0.23,X0.24,X0.25,X2.9894919358455e.05.6,X0.104416216017897,X0.143422157422572,X0.0910370961178344,X0.0794788106509852,X0.0402309743800643,X0.0157848752527886,X0.305388559214362,X0.309355615013229,X0.215330114647016,X0.0729465927265661,X0.0251266797207815,X0.0718225437586882
0,0.525629870157858,0,0,0.525629870157858,0,0,0,0.525629870157858,0,0.525629870157858,0,0,0.525629870157858,0,0.525629870157858,0,0,0,0.525629870157858,0,0.000029894919358455,0,0,0.000029894919358455,0,0,0,0.000029894919358455,0,0.000029894919358455,0,0,0.000029894919358455,0,0.000029894919358455,0,0,0,0.000029894919358455,0.104416216017897,0.143422157422572,0.0910370961178344,0.0794788106509852,0.0402309743800643,0.0157848752527886,0.305388559214362,0.309355615013229,0.215330114647016,0.0729465927265661,0.0251266797207815,0.0718225437586882
0.537927260830278,0,0,0.537927260830278,0.537927260830278,1.07585452166056,0,0,0,0,0,0,0,0,0,0.537927260830278,0,0,0,0.537927260830278,0.0000322095423990311,0,0,0.0000322095423990311,0.0000322095423990311,0.0000644190847980623,0,0,0,0,0,0,0,0,0,0.0000322095423990311,0,0,0,0.0000322095423990311,0.112055896667186,0.151230288058972,0.0407295928955731,0.0385815417576257,0.0790400193137404,0.0404354004766251,0.343360163882152,0.23770320195061,0.249913839474083,0.0268015602302338,0.0950310338941015,0.0471579910264215
0,0,0.570150229454109,0.570150229454109,1.14030045890822,0.570150229454109,0,0,0.570150229454109,0,0,0,0,0,0,0,0,0,0,0.570150229454109,0,0,0.0000279519338545437,0.0000279519338545437,0.0000559038677090874,0.0000279519338545437,0,0,0.0000279519338545437,0,0,0,0,0,0,0,0,0,0,0.0000279519338545437,0.0958401440153867,0.0900072220929565,0.103071587435645,0.0552138613555424,0.0495004999362287,0.0362164557101315,0.168947078603633,0.323934961440307,0.263038878344798,0.120207291541465,0.0592636901584036,0.0645801479775378
0.588477331382413,0,0.588477331382413,0,1.17695466276483,0.588477331382413,0,0,0.588477331382413,0,0,0,0,0,0,0,0,0,0,0.588477331382413,0.0000256793471282786,0,0.0000256793471282786,0,0.0000513586942565572,0.0000256793471282786,0,0,0.0000256793471282786,0,0,0,0,0,0,0,0,0,0,0.0000256793471282786,0.102466379113103,0.121689697315508,0.0747500972164552,0.025354016193013,0.050535608527931,0.0367268702515764,0.160529302703008,0.31523196154261,0.278397506021807,0.147178610131016,0.0692366557272648,0.0294002845271662
1.05701021595089,0.528505107975443,0,0,0.528505107975443,0,0,0,0.528505107975443,0,0,0,0,0,0.528505107975443,0,0,0,0,0.528505107975443,0.0000685011268435366,0.0000342505634217683,0,0,0.0000342505634217683,0,0,0,0.0000342505634217683,0,0,0,0,0,0.0000342505634217683,0,0,0,0,0.0000342505634217683,0.130051683043014,0.142656794120782,0.092402406114635,0.028050567157329,0.0359042059123549,0.0424292356764414,0.31823911003336,0.335343841406191,0.267996958549968,0.0187179329099964,0.0343361898303227,0.0253317167067398
1.18754803631807,0,0.593774018159035,0,0.593774018159035,0,0,0.593774018159035,0,0.593774018159035,0,0.593774018159035,0,0,0,0,0,0,0,0,0.0000563616841998473,0,0.0000281808420999236,0,0.0000281808420999236,0,0,0.0000281808420999236,0,0.0000281808420999236,0,0.0000281808420999236,0,0,0,0,0,0,0,0,0.134128919264784,0.0906065306591652,0.0643263895024554,0.0593509194946936,0.0578132229198671,0,0.356126937785155,0.255842593088367,0.261670391234631,0.0599462873149576,0.0663856097347901,0
0.522165562617207,0,0,0,0.522165562617207,0,0,0.522165562617207,0,0,0.522165562617207,1.04433112523441,0.522165562617207,0,0,0,0,0,0,0,0.0000267743351932571,0,0,0,0.0000267743351932571,0,0,0.0000267743351932571,0,0,0.0000267743351932571,0.0000535486703865143,0.0000267743351932571,0,0,0,0,0,0,0,0.170014496360349,0.090613008794208,0.0908811930271682,0.0248073026315996,0.0832801855818183,0.01823825098765,0.3327514377818,0.247633148768916,0.226901781028777,0.0678595525473102,0.0738382615959646,0.0509890439420389
0,0.502300233690161,0,0.502300233690161,0.502300233690161,0.502300233690161,0,0,0,0.502300233690161,0.502300233690161,0.502300233690161,0,0,0,0,0,0,0,0,0,0.0000271071028741661,0,0.0000271071028741661,0.0000271071028741661,0.0000271071028741661,0,0,0,0.0000271071028741661,0.0000271071028741661,0.0000271071028741661,0,0,0,0,0,0,0,0,0.168057402067026,0.154753176697368,0.0147002181791295,0.0841787883433395,0.0760016921490272,0.00000848887394936372,0.360784696414001,0.200863632297571,0.248097759055805,0.0620291835069543,0.128129853865608,0.0000677677571854153
1.15629942095994,0,0,1.15629942095994,0.57814971047997,0,0,0,0.57814971047997,0,0.57814971047997,0,0,0,0,0,0,0,0,0,0.0000537936636443593,0,0,0.0000537936636443593,0.0000268968318221797,0,0,0,0.0000268968318221797,0,0.0000268968318221797,0,0,0,0,0,0,0,0,0,0.0663846529465573,0.095800678955894,0.097270277704963,0.0996231735817034,0.0518314684343556,0.0109400378965572,0.298401521284808,0.231829172841731,0.212710904782526,0.142165894279313,0.0972185986212684,0.0176470113585321
0.602673725824196,0,0.602673725824196,0,0.602673725824196,0,0,0,0,0,0,0.602673725824196,0,0,0,0,0,0,0.602673725824196,1.20534745164839,0.0000285247295142524,0,0.0000285247295142524,0,0.0000285247295142524,0,0,0,0,0,0,0.0000285247295142524,0,0,0,0,0,0,0.0000285247295142524,0.0000570494590285048,0.105896945444648,0.0718723373121451,0.0616355624747856,0.0624457367644111,0.0478451220131038,0.0476305701667104,0.287229763843764,0.305782247919834,0.265319919103867,0.0827502403208461,0.032050386082214,0.0268389179999601
