X0,X0.136206127766765,X0.1,X0.2,X0.136206127766765.1,X0.3,X0.136206127766765.2,X0.4,X0.5,X0.136206127766765.3,X0.6,X0.7,X0.8,X0.9,X0.136206127766765.4,X0.136206127766765.5,X0.10,X0.136206127766765.6,X0.11,X0.12,X0.00557499584418132,X0.0083216756528906,X0.00422806319387356,X0.00594405403864815,X0.00381910538666615,X0.00445429951545035,X0.0035200240780258,X0.00499300539159084,X0.00302679206321839,X0.0020234723814258,X9.79481577341979e.05,X0.000553669928941901
0.136179931718494,0.136179931718494,0,0.136179931718494,0,0,0,0.136179931718494,0,0,0,0.272359863436989,0,0,0,0,0,0.136179931718494,0,0,0.00206475731064512,0.0100389478493009,0.00186618379660893,0.0100672078443275,0.00304017212985358,0.00676245071216698,0.00112395711412215,0.00457479458191683,0.00287679499557005,0.00224085141585932,0.00131302857573043,0.000771331644436897
0,0.13333619456936,0,0.13333619456936,0,0,0.13333619456936,0,0.13333619456936,0,0,0,0.13333619456936,0.13333619456936,0,0.13333619456936,0,0,0,0,0.00273317838347379,0.0159655118740281,0.00115165637252346,0.013229450556914,0.00254473242684301,0.0111395619591706,0.002401095785764,0.00873065610113719,0.00115156143772275,0.00545910152111088,0.0000925616149925659,0.00204756998079899
0,0.134637350481014,0,0.134637350481014,0,0.134637350481014,0,0.134637350481014,0,0.134637350481014,0,0,0,0,0.134637350481014,0,0,0.134637350481014,0,0,0.00543850537717936,0.0103213203267802,0.00594532465082051,0.00694223838467076,0.00379745389780561,0.00565371686670383,0.00361493377290184,0.0082143246795758,0.00130841238560298,0.00525927150464498,0.000148968630305644,0.000894076155908075
0,0.134740939736541,0,0.134740939736541,0.134740939736541,0.134740939736541,0,0.134740939736541,0.134740939736541,0,0,0,0,0,0,0,0.134740939736541,0,0,0,0.005827293811366,0.0101516245159265,0.00322409310014487,0.00969766334028102,0.00358778331106964,0.00718113944147015,0.000760669923805857,0.00802984946109876,0.00237765713608409,0.00184216128657164,0.00244922476968914,0.00168426174670676
0.135157795518394,0.135157795518394,0,0,0.135157795518394,0,0,0,0,0,0,0,0.135157795518394,0,0.135157795518394,0.135157795518394,0,0.135157795518394,0,0,0.0063899949691774,0.0107736865830194,0.00389470010491625,0.00851170736283843,0.00388517314039014,0.00624642839236311,0.00200403067931756,0.00418243422529468,0.00366278106868588,0.00149643701912637,0.00256592912671656,0.000282128699396599
0,0.134684973300627,0.134684973300627,0.134684973300627,0,0,0,0.134684973300627,0,0.134684973300627,0.134684973300627,0.134684973300627,0,0,0,0,0,0,0,0,0.00400602688205598,0.0141590208753106,0.00252712929774462,0.00977255226309133,0.0044061021474455,0.00726036184272739,0.00160912342493742,0.0048402412279913,0.00271057704084652,0.00223598100199949,0.00325718034989375,0.00042089054156446
0.134993886648777,0.134993886648777,0.134993886648777,0.134993886648777,0,0.134993886648777,0,0,0,0.134993886648777,0,0,0,0.134993886648777,0,0,0,0,0,0,0.00183580151910646,0.0145408454097118,0.0021288569556711,0.010094879758321,0.000851581227923644,0.00790979804632151,0.000960864282436857,0.00676287733029508,0.000676459219693904,0.00548412664609607,0,0.00379670306298636
0,0.137940844758574,0,0,0,0.275881689517147,0,0,0,0.413822534275721,0,0,0,0.137940844758574,0,0,0,0,0,0,0.00419086777005926,0.00525360639375211,0.00342607933482108,0.00518625246621609,0.00247782810264872,0.00417594354382298,0.00230389201540239,0.00334749022867143,0.000105186645629052,0.00188590998756557,0,0.00206103020139632
0.135865244189675,0.135865244189675,0,0,0,0.135865244189675,0,0.135865244189675,0,0.135865244189675,0,0,0,0,0.135865244189675,0,0,0.135865244189675,0,0,0.00638881038262085,0.00757607953468482,0.00505511574435564,0.00887469386919089,0.00363010263499812,0.00457749113784111,0.00409317627250845,0.0040766207309965,0.00210400075370042,0.00140641756724289,0.0000893837556390862,0.00107139828849727
0.272946594203853,0.136473297101927,0.136473297101927,0,0,0,0,0,0,0.136473297101927,0,0,0,0.272946594203853,0,0,0,0,0,0,0.0022249665762913,0.0085562360105547,0.00249762166464393,0.00878946674315671,0.00083982819979302,0.00635886932459358,0.000906874532988588,0.00635053965643288,0.000272655088352629,0.00405155100771345,0,0.00383831148199205
0,0.13356825165337,0,0,0,0.13356825165337,0,0.13356825165337,0.267136503306739,0,0,0,0,0,0,0,0,0.267136503306739,0,0,0.00903271349376311,0.0113594971842629,0.00781600134663813,0.00646645124653521,0.00547187615394431,0.00631318689541048,0.00303502825119975,0.00485228414295175,0.00152017693158369,0.0055305604217357,0.0000765556723765245,0.00354790668601123
0.136436076903112,0.136436076903112,0,0.136436076903112,0,0,0,0.136436076903112,0,0,0.136436076903112,0.136436076903112,0,0,0,0,0.136436076903112,0,0,0,0.00366245138327671,0.0100928054945028,0.00235491874240467,0.00863051453350699,0.00302626778293093,0.00668523453084935,0.00045511072818296,0.00514966247301688,0.000828622096143145,0.00197359315349937,0.00131549829313075,0.000772782466771527
0.136074212968021,0.136074212968021,0,0,0.136074212968021,0.136074212968021,0,0,0,0.136074212968021,0.136074212968021,0,0.136074212968021,0,0,0,0,0,0,0,0.00634893502687045,0.00575059723468132,0.00697955592708917,0.0043951705032906,0.0066670066845911,0.00362111553170293,0.00334580766689112,0.00300486146730353,0.0029705741843006,0.00208961621061739,0.00174915189744724,0.000558116889064311
0,0.134491522131143,0,0,0,0,0,0,0.134491522131143,0.268983044262286,0.134491522131143,0,0.134491522131143,0,0,0.134491522131143,0,0,0,0,0.00839305618873229,0.00689531729747128,0.00543251906613633,0.00817423448307022,0.00531751421257666,0.00521417327033907,0.00450003174653182,0.00548013550882067,0.00341366199376478,0.00223276941031869,0.00129943036951834,0.00220650153471761
0,0.13446701451851,0,0,0,0.13446701451851,0,0,0.268934029037019,0,0,0.13446701451851,0,0,0,0,0.13446701451851,0.13446701451851,0,0,0.00281590874040159,0.0124257238788289,0.00160087073388448,0.0120416262054138,0.00270599907097398,0.00762942729013913,0.00134534032429272,0.00952036968165166,0.000154524570878721,0.00484225699410436,0.0000770708052362883,0.0035717800746264
0.137505908855077,0.137505908855077,0,0,0,0.550023635420308,0,0,0,0,0,0,0,0.137505908855077,0,0,0,0,0,0,0.000156254488455507,0.0104270838171772,0.000124729460070322,0.00835576678059484,0.000717145447789559,0.00653287350522209,0.0000466022158425684,0.00564996202998625,0.0000418049289443721,0.00370957102939952,0.0000418049289443721,0.00165503938203444
0.137864278943418,0.137864278943418,0,0,0,0.275728557886836,0,0,0,0,0,0,0,0,0,0.137864278943418,0,0.275728557886836,0,0,0.00297775063193702,0.00708170026834418,0.0023709318549684,0.00596087983522539,0.00187827196451734,0.00513456927676678,0.000197397695053326,0.00392960316689251,0.0000941344553755278,0.00320426742208158,0.00000343556402967359,0.00211710526088397
0,0.133811651569881,0,0,0,0.267623303139761,0,0,0.267623303139761,0,0,0.133811651569881,0,0,0,0.133811651569881,0,0,0,0,0.000343937385822753,0.0158509309962865,0.00131820434932268,0.0114177666602929,0.00130400859562073,0.00951317210652419,0.000145768476532104,0.00937269600790847,0.00126285043783487,0.00886632867134357,0.0000547822704006366,0.00386799305294665
0.134584362668032,0.134584362668032,0.134584362668032,0,0,0,0,0.134584362668032,0,0.134584362668032,0,0,0,0,0.134584362668032,0.134584362668032,0,0,0,0,0.0070912400044813,0.0121178498412347,0.00445848431705986,0.0112635545707935,0.00208311104142408,0.00632178500407666,0.0014025712456987,0.00570406380808292,0.000703633303271109,0.00344510996696812,0.000268881254233408,0.00304917696645097
0.138122485406705,0.138122485406705,0,0,0,0,0,0,0,0.276244970813411,0,0,0,0.276244970813411,0,0,0.138122485406705,0,0,0,0.00235708061797795,0.00725345376398135,0.00188828041362216,0.00520657025137851,0.00168520249790841,0.00467377355486787,0.00230210698487464,0.00401283588081156,0,0.00279212446187066,0,0.00097117372576901
0.133401263574996,0.133401263574996,0,0.400203790724988,0,0,0,0,0,0.133401263574996,0.133401263574996,0,0,0,0,0,0,0,0,0,0.00305858845774046,0.0165204567740803,0.00284203104869072,0.014681955473201,0.00291146239341913,0.0106173857236504,0.00148208851301088,0.0068785026525968,0.00198710418958876,0.00356952599769724,0.000886460656946742,0.000755593094406634
0.268043090728578,0.134021545364289,0.134021545364289,0,0,0,0,0,0,0,0,0,0.134021545364289,0,0.134021545364289,0,0.134021545364289,0,0,0,0.00342291694594735,0.0130700454838919,0.00299551751509957,0.0124729035899194,0.00225618043241458,0.00840579467966824,0.00142752746001133,0.00973750290601882,0.000296860823852777,0.00445975015444012,0.000267756821799099,0.00303642563691407
0.13783700786187,0.13783700786187,0,0,0,0,0,0,0,0.13783700786187,0,0.13783700786187,0,0,0,0,0.13783700786187,0.275674015723741,0,0,0.00328178678439151,0.0067841652320591,0.00235485866859018,0.00563159747786559,0.00310042488408002,0.00402809810637624,0.0010584351210801,0.00289067357860983,0.00204679860004885,0.00147057549924845,0.00198202649313221,0.000511504521425557
0.136181188114929,0.136181188114929,0,0,0,0.136181188114929,0,0.136181188114929,0.136181188114929,0,0,0,0,0.136181188114929,0,0,0.136181188114929,0,0,0,0.00313745167803155,0.0115900298308004,0.00137335019238647,0.00740086242175151,0.00316014046249432,0.00609091642301279,0.00139109398677398,0.0061840090327932,0.0000971545384304588,0.00483084146420401,0.00002957298819228,0.00144626017662271
0,0.136174443272668,0,0,0,0.136174443272668,0.136174443272668,0,0.136174443272668,0,0.136174443272668,0,0,0.136174443272668,0,0,0,0.136174443272668,0,0,0.00280657999722519,0.0103543775295278,0.00340683345285007,0.00966785354387253,0.00272649449393177,0.00606734274911919,0.000787475134939553,0.00591607475244749,0.00151018378576312,0.00239867824302554,0,0.00113700340862158
0,0.134455836460047,0,0,0,0.268911672920094,0,0,0.134455836460047,0,0,0,0.268911672920094,0,0,0,0.134455836460047,0,0,0,0.00404640746836129,0.0131961050494194,0.00331415208209358,0.00932918670434438,0.00225640730635911,0.00798988051999326,0.00228081901064753,0.00714296631594391,0.00224013283715203,0.00524561588776408,0.0000933388672754141,0.00167413273031571
0.132477056134767,0.132477056134767,0.132477056134767,0,0,0,0,0.132477056134767,0.132477056134767,0,0,0,0,0.132477056134767,0.132477056134767,0,0,0,0,0,0.00494320048274619,0.0143085570411946,0.00463778167990513,0.012458535650447,0.00173149257285341,0.00890080220905466,0.00175535636415783,0.00996812224169389,0.000345223229120337,0.00672735050757194,0.000260332271147395,0.00662385280673835
0,0.132226933009097,0.132226933009097,0,0,0,0,0.264453866018195,0.132226933009097,0,0,0,0.132226933009097,0,0,0.132226933009097,0,0,0,0,0.00803002065897783,0.0109016199427906,0.00788880286029378,0.00898729935320439,0.00682938692951749,0.00779932300182963,0.00317711805214115,0.0061206607676347,0.00457357380027295,0.00748941612783187,0.000961410779210807,0.00165283666261372
0.27256432820448,0.13628216410224,0,0,0,0,0,0,0.13628216410224,0,0.13628216410224,0,0,0.13628216410224,0,0,0.13628216410224,0,0,0,0.00260270308681115,0.0112775487118879,0.00132245611482569,0.0106004632541775,0.00195772797501951,0.00686068902307646,0.0016777891762384,0.00543165607685778,0.000728034942256683,0.00246046534057837,0.0000572491818564476,0.00104806840073544
0,0.137495719282804,0,0,0,0,0,0,0,0.137495719282804,0,0,0,0.137495719282804,0,0.137495719282804,0,0.412487157848412,0,0,0.00492145588741496,0.00542799262940161,0.00475571701187962,0.00543134945875337,0.00342442168564664,0.00390567063990176,0.00204173066512569,0.00283819899114146,0.00197711893589481,0.00165827356802603,0,0.001148035547187
0,0.13331920094627,0,0,0.13331920094627,0.13331920094627,0,0,0.13331920094627,0.13331920094627,0,0,0.13331920094627,0,0.13331920094627,0,0,0,0,0,0.00915816055800466,0.014178184556049,0.00765135458048162,0.00810135476732718,0.00512811428171071,0.00525985910166565,0.00291498706926238,0.00570577537459095,0.00223030825390275,0.00442661409575146,0.000129569745889471,0.00188131099147311
0,0.273676546599988,0,0,0.136838273299994,0,0.136838273299994,0,0,0,0,0,0.136838273299994,0,0,0.136838273299994,0.136838273299994,0,0,0,0.00301696971605102,0.00695382973448072,0.00467627383344642,0.00491595505865105,0.00435125249011385,0.00461528502457596,0.00223052718165293,0.00391539200082552,0.00121103576774278,0.00284968376843424,0.0020328448355531,0.00136303748851337
0,0.273513154091121,0.136756577045561,0,0.136756577045561,0,0.136756577045561,0,0,0,0,0,0,0,0,0.136756577045561,0.136756577045561,0,0,0,0.00169657998981516,0.0098043380989997,0.00129492752938943,0.00711160910940328,0.00349500930982599,0.00627357442082394,0.00127428502842296,0.00559079317072108,0.000577600579134809,0.00312009329261319,0.00210456152076307,0.000360588631163785
0,0.275755819366069,0,0,0,0.137877909683034,0,0,0,0.137877909683034,0,0,0,0.275755819366069,0,0,0,0.137877909683034,0,0,0.00149167307643486,0.00671212285124226,0.00299365386579058,0.00710932972103186,0.00119746154597799,0.00446352803445921,0.00198261464064369,0.00402592724745949,0.00169782730271928,0.00173357235133533,0.0000735283401122885,0.00137339324155185
0,0.274875616018866,0,0,0.137437808009433,0,0,0,0,0,0,0,0,0.137437808009433,0,0.137437808009433,0,0.274875616018866,0,0,0.00414250959206352,0.00569749506983946,0.00362632273833365,0.00493581581100163,0.00511166876083233,0.00425298881065714,0.0017573838317377,0.00263903408263884,0.00211504505657752,0.00150993685629647,0.00138210865040721,0.000765034673584454
0,0.133293275522569,0,0.133293275522569,0.133293275522569,0,0.266586551045139,0,0,0,0,0,0,0,0.266586551045139,0,0,0,0,0,0.00309084755884553,0.0172734547480481,0.00295067371195129,0.0114630264409286,0.00328568635892851,0.0111685185935292,0.00177101161551636,0.00897028598630152,0.00142233273041577,0.0039571441175648,0.00116941241778128,0.000424677062204319
0.135927861129823,0.135927861129823,0,0.135927861129823,0.135927861129823,0.135927861129823,0,0,0,0,0,0,0.135927861129823,0,0,0,0.135927861129823,0,0,0,0.00369603774478623,0.00886053196715749,0.00422523215316498,0.0101448113186583,0.00452747687366615,0.0064678564802719,0.000508676992073045,0.00527981511503298,0.00119591354907761,0.00212553210707085,0.0000295179759248513,0.00144356981435392
0,0.271109304810412,0.135554652405206,0,0.135554652405206,0,0.135554652405206,0,0,0,0,0,0.135554652405206,0,0,0,0.135554652405206,0,0,0,0.00365346088176118,0.00925650299881384,0.00585515026016219,0.00634419601366994,0.00433022074266305,0.00591231412542832,0.00298123720682731,0.00539769624389252,0.00119967556289423,0.00282295211258616,0.00201377559385742,0.0013502514210014
0,0.272901822768163,0.136450911384082,0,0,0.136450911384082,0.136450911384082,0,0,0.136450911384082,0,0,0,0,0,0.136450911384082,0,0,0,0,0.00153540064167016,0.0112498712837044,0.00130981216435673,0.00774532150874209,0.00276370172633387,0.0070107652113938,0.00100183823205338,0.00607632964782244,0.000735737095713744,0.00318474295115579,0.00159048620136928,0.000639613647112883
0,0.4078434992816,0,0,0,0.135947833093867,0,0,0.135947833093867,0,0.135947833093867,0,0,0,0,0.135947833093867,0,0,0,0,0.00379627910931115,0.00986750263146671,0.00251568827246658,0.0108067906395751,0.00242886363335694,0.00614851955127197,0.00241657073646136,0.00547309513666832,0.00129462603509839,0.00219056567043664,0.0000724990575519614,0.00135416786926897
0,0.403078017706086,0,0.134359339235362,0,0,0,0,0.134359339235362,0,0.134359339235362,0,0,0,0,0.134359339235362,0,0,0,0,0.00338639106197977,0.0111003907215531,0.00289037598643495,0.00963083544866636,0.00350271783829334,0.00817440120509412,0.00171467197908384,0.00631285518430944,0.00172490797065418,0.00754459180267458,0.001298153244638,0.00220433290908394
0,0.408813255565791,0,0.136271085188597,0,0,0,0,0,0,0.136271085188597,0.136271085188597,0,0,0,0.136271085188597,0,0,0,0,0.00230938011153536,0.00996083078721756,0.00290307378978644,0.00966140701711252,0.00242095843043489,0.00717286278486069,0.000607471173143231,0.00528482956123437,0.0012279436478374,0.00305412246624015,0.0000622898084443813,0.00143723410197307
0,0.132854004617703,0,0,0,0,0.132854004617703,0,0,0,0,0,0,0,0.398562013853109,0.132854004617703,0,0.132854004617703,0,0,0.00340757042359642,0.0186955684231008,0.00237235915528379,0.0111041426955935,0.00175770246499493,0.0111836085919027,0.00113055967396473,0.011376597196977,0.000374583024341748,0.0068502846126134,0.00002885045992212,0.00174014095378696
0,0.135543374775228,0.135543374775228,0,0,0.135543374775228,0,0,0,0.135543374775228,0,0,0.135543374775228,0,0,0.135543374775228,0,0.135543374775228,0,0,0.00249527197814451,0.00812730782548569,0.00442839361642357,0.00762431483334204,0.00444103596880214,0.00647603477759866,0.000874638378922082,0.00477016051772976,0.00250627372070512,0.00498691078612357,0.00086566327617172,0.00360037089395731
0.136513158374085,0.136513158374085,0.136513158374085,0,0,0,0,0,0,0.273026316748169,0,0.136513158374085,0,0,0,0.136513158374085,0,0,0,0,0.00276360172897608,0.0112650018394559,0.00218246098676438,0.00814546286851663,0.0023371985790187,0.00670567565050819,0.000802944250370818,0.0044543417032872,0.00159121175884392,0.00247963354071673,0.000907139413909178,0.000773219061040672
0.135206274113177,0.135206274113177,0,0.135206274113177,0.135206274113177,0,0,0,0,0,0,0.135206274113177,0.135206274113177,0,0,0,0,0,0,0.135206274113177,0.00551780221897453,0.00785952487118484,0.00375468159986233,0.00714487256842403,0.00522043505676438,0.00603245766649245,0.00211237541549462,0.00332404096892461,0.00453809823267935,0.00375481291189673,0.00379193672919284,0.000505042967872395
0,0.13479119408602,0,0,0.26958238817204,0.13479119408602,0,0,0.13479119408602,0,0,0,0,0,0.13479119408602,0.13479119408602,0,0,0,0,0.00745953374100857,0.0141553789403193,0.00458290059660536,0.00823029239417515,0.00351579964466129,0.00469926331138944,0.00236664353355886,0.00507605998498212,0.000174187265959577,0.00412830940082377,0.00000335898306267384,0.00206991360131413
0,0.135392741726287,0.270785483452575,0,0,0,0,0,0,0.135392741726287,0,0,0,0,0,0,0.135392741726287,0.270785483452575,0,0,0.00371734774122704,0.00904381204586649,0.00322947115551122,0.0122732727066562,0.00257810144720951,0.00592673793774028,0.0025543872327727,0.00568543739751569,0.0023581183669654,0.00228904964969453,0.000585336224581465,0.00200973601024769
0,0.13484609391668,0,0.13484609391668,0.13484609391668,0.13484609391668,0,0,0.13484609391668,0,0.13484609391668,0.13484609391668,0,0,0,0,0,0,0,0,0.00315469772145703,0.0155718267651808,0.00421234426533203,0.010187530216964,0.00274655906491264,0.00757192422083839,0.00232987551339484,0.00577441525460307,0.000915551692074585,0.00296292687038685,0.000116364161249932,0.000533326836847551
0,0.136210120691487,0,0,0.136210120691487,0.136210120691487,0,0,0,0,0,0,0.136210120691487,0,0.136210120691487,0,0.272420241382975,0,0,0,0.00239378740085294,0.00874923895729359,0.00154869306722158,0.00578294433639167,0.00274747790421372,0.00605563061179378,0.00386324681817124,0.00562332310045751,0.000123651051582203,0.00488840032901739,0.00113468025022777,0.00361808133236528
0.135253659079264,0.135253659079264,0,0,0.135253659079264,0.135253659079264,0,0.135253659079264,0.135253659079264,0,0,0,0,0,0,0,0,0.135253659079264,0,0,0.00576568677190614,0.0089437142505101,0.00821826077517146,0.00563997191795442,0.00426677384816724,0.00507201221596811,0.00582144460042601,0.00387335307958865,0.00127559271421365,0.00149749839912832,0.00256774906689895,0.000282328805218421
0,0.132609778028623,0,0,0,0.132609778028623,0,0,0,0,0,0,0.265219556057246,0,0.265219556057246,0.132609778028623,0,0,0,0,0.00431810294397595,0.0170424285096845,0.00493474549294479,0.0107518816647756,0.00316488412737668,0.00980328144552683,0.000560841636648567,0.0105382037982388,0.00113301341065995,0.00735569862624025,0.0000920573386527087,0.00203641480491316
0.132645718653609,0.132645718653609,0,0.132645718653609,0,0,0,0.132645718653609,0.132645718653609,0,0,0,0.132645718653609,0,0,0,0,0.132645718653609,0,0,0.00778411731684475,0.0106123051786951,0.00693148253797761,0.00819806242158448,0.0058118563410143,0.00716014853408682,0.00398277151904366,0.0062436754304532,0.00459892009028209,0.00751313640847916,0.000985422163109193,0.00165807148317011
0,0.137309639682259,0,0,0,0,0,0,0,0.274619279364518,0,0,0,0.137309639682259,0,0.137309639682259,0,0.137309639682259,0,0.137309639682259,0.00624213825605856,0.00497479261036817,0.00326551554485541,0.00427584095333349,0.00399336906365952,0.00340592270337056,0.00471467239019857,0.00301202908392034,0.00288687529279908,0.00128727787202118,0.0000918982270509871,0.000682190226550945
0,0.270275877888829,0.270275877888829,0,0,0,0,0,0,0.135137938944414,0,0,0,0.135137938944414,0,0,0,0,0,0.135137938944414,0.00439147787147726,0.0123656492968237,0.00225236312718708,0.00677669254430297,0.00398428402490227,0.00740355310145614,0.00324119374217072,0.0066249263047728,0.00130567592116803,0.00369517801825897,0.000832091773528784,0.0011613416630512
0,0.275728775650032,0,0,0,0.137864387825016,0,0,0,0.137864387825016,0,0.137864387825016,0,0.137864387825016,0,0,0,0,0,0.137864387825016,0.00369637540071254,0.00672492790476458,0.00131601840182484,0.00468860088611382,0.00365505044053077,0.00464484509942023,0.0028864650675398,0.00381011931379254,0.000163631137616733,0.00234261752831647,0.000105128343475038,0.000915505700779458
0,0.135054727353871,0.135054727353871,0.135054727353871,0.135054727353871,0,0,0,0,0.135054727353871,0,0,0,0,0,0.135054727353871,0,0,0.135054727353871,0,0.00733064943926122,0.00761001735246121,0.00486947055292441,0.0087970217912905,0.0039840423365,0.00476944978353348,0.00330718208289928,0.00699013725580592,0.00481167924637919,0.000949603552449382,0.00119765512939548,0
0,0.133366270724812,0.133366270724812,0,0.133366270724812,0,0,0.133366270724812,0,0,0,0,0,0,0.266732541449623,0,0.133366270724812,0,0,0,0.00420884768988092,0.0143655270142624,0.00395844765064247,0.00721532363266,0.00316071889238711,0.0102336471900629,0.00454879162015356,0.0100285184047839,0.00128665928596279,0.00479285035466172,0.000969694806799755,0.00166707838406015
0,0.135473317264565,0,0.135473317264565,0,0.135473317264565,0,0,0,0,0,0,0,0,0.135473317264565,0,0.135473317264565,0.135473317264565,0,0.135473317264565,0.00325492850699735,0.0101472689811859,0.00339758784286357,0.0076071442816374,0.00309625737404216,0.00767494708949778,0.000451802788021788,0.00838770343297644,0.000767312380343365,0.00369773361209366,0.0000289369844974504,0.00317515587388477
0.135570228364517,0.135570228364517,0,0.135570228364517,0,0,0,0,0,0.271140456729035,0,0,0.135570228364517,0,0,0,0.135570228364517,0,0,0,0.0063766752743554,0.00923108806089225,0.00354799208296469,0.00624894021442228,0.00299847174919105,0.00516993888527812,0.00317366574375436,0.00546451286853823,0.00315658070966843,0.00397178403424094,0.000900873578538993,0.00076787824653379
0.135912113621797,0.135912113621797,0.135912113621797,0,0.135912113621797,0,0,0.135912113621797,0,0,0,0,0,0.135912113621797,0,0,0,0.135912113621797,0,0,0.00886849523753993,0.0057984965477659,0.00723706602955889,0.00406143620902191,0.0045044051706189,0.00491918233580567,0.00176738970609265,0.00315059941182725,0.000271533920075713,0.00421407188250326,0,0.0038225281966093
0.133776456033728,0.133776456033728,0,0.267552912067456,0.133776456033728,0,0,0,0,0.133776456033728,0,0,0.133776456033728,0,0,0,0,0,0,0,0.00970810359714257,0.01063744915372,0.00660548040157244,0.0126199273973918,0.00407558617034262,0.00568615258805688,0.00273153521227045,0.00565185930758916,0.00179324267532527,0.00169833391516485,0.000684931644905531,0.0016722057004216
0,0.134880682155765,0.269761364311531,0,0,0,0,0,0,0.134880682155765,0,0,0,0,0,0,0,0.404642046467296,0,0,0.00670091454181475,0.00806287476271618,0.00467794439745665,0.0073894592478444,0.00417827605311229,0.00556020585522016,0.00381603330966058,0.00783895175489116,0.00252263848870246,0.00250266890749602,0.00058312246473032,0.00200213512599682
